[SYNTAX] ERROR: IN LINE NUMBER:	1:	Expected One of these tokens:	: 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	163 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	163 
[SYNTAX] WARNING: SKIPPING TOKEN:	foo	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	foo	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	B	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	C	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	-	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	/	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	D	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	.	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	abcd_abcd	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	=	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	foo	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	*	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	c	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	-	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	d	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	/	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	e	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	[	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	a	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	+	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	b	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	]	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	164 
[SYNTAX] WARNING: SKIPPING TOKEN:	}	AT LINE NUMBER:	165 
[SYNTAX] WARNING: SKIPPING TOKEN:	;	AT LINE NUMBER:	165 
[SYNTAX] WARNING: REACHED END OF FILE 
